POPULAR1MF,2010-01-16,2010-01-15,12.57,17.56903074
PRIME1ICBA,2010-01-16,2010-01-15,12.01,9.012088289
RELIANCE1,2010-01-16,2010-01-15,13.09,17.08801131
SEBL1STMF,2010-01-16,2010-01-15,12.81,15.80682389
TRUSTB1MF,2010-01-16,2010-01-15,12.04,10.04416529
1JANATAMF,2010-01-23,2010-01-22,12.47,18.47204232
1st ICB,2010-01-23,2010-01-22,169.75,175.7463074
1STPRIMFMF,2010-01-23,2010-01-22,16.18,15.18327415
2nd ICB,2010-01-23,2010-01-22,105.92,102.9198017
3rd ICB,2010-01-23,2010-01-22,77.05,78.05246581
4th ICB,2010-01-23,2010-01-22,83.28,89.28289159
5th ICB,2010-01-23,2010-01-22,58.26,63.25581127
6th ICB,2010-01-23,2010-01-22,40.50,39.50250409
7th ICB,2010-01-23,2010-01-22,40.42,45.42454568
8th ICB,2010-01-23,2010-01-22,34.53,35.5329101
ABB1STMF ,2010-01-23,2010-01-22,12.06,9.059368163
AIBL1STIMF,2010-01-23,2010-01-22,12.08,17.08185378
AIMS1STMF,2010-01-23,2010-01-22,17.74,20.73682115
DBH1STMF,2010-01-23,2010-01-22,11.51,12.51022139
EBL1STMF,2010-01-23,2010-01-22,14.04,18.04244868
EBLNRBMF,2010-01-23,2010-01-22,12.81,18.8104096
EXIM1STMF,2010-01-23,2010-01-22,15.19,20.1926381
FBFIF,2010-01-23,2010-01-22,13.33,19.33490894
GRAMEEN1,2010-01-23,2010-01-22,22.08,22.08338031
GRAMEENS2,2010-01-23,2010-01-22,14.63,17.62648786
GREENDELMF,2010-01-23,2010-01-22,10.71,14.70981138
ICB1STNRB,2010-01-23,2010-01-22,34.59,39.58562825
ICB2NDNRB,2010-01-23,2010-01-22,16.40,15.40141496
ICB3RDNRB,2010-01-23,2010-01-22,12.10,17.09652054
ICBAMCL2ND,2010-01-23,2010-01-22,13.86,11.85945825
ICBEPMF1S1,2010-01-23,2010-01-22,12.29,15.28511573
ICBISLAMIC,2010-01-23,2010-01-22,25.33,27.32997992
ICBSONALI1,2010-01-23,2010-01-22,11.48,16.48482326
IFIC1STMF,2010-01-23,2010-01-22,13.02,18.02377023
IFILISLMF1,2010-01-23,2010-01-22,12.28,12.27678652
LRGLOBMF1,2010-01-23,2010-01-22,13.55,16.54869329
MBL1STMF,2010-01-23,2010-01-22,11.33,12.3258167
 NCCBLMF1 ,2010-01-23,2010-01-22,13.07,12.06634061
NLI1STMF ,2010-01-23,2010-01-22,12.26,14.26022117
PF1STMF,2010-01-23,2010-01-22,12.39,14.39230442
PHPMF1,2010-01-23,2010-01-22,13.96,13.95535726
POPULAR1MF,2010-01-23,2010-01-22,12.76,11.75631542
PRIME1ICBA,2010-01-23,2010-01-22,12.73,11.72709358
RELIANCE1,2010-01-23,2010-01-22,13.80,12.80170186
SEBL1STMF,2010-01-23,2010-01-22,13.29,16.28547076
TRUSTB1MF,2010-01-23,2010-01-22,12.73,11.73007426
1JANATAMF,2010-01-30,2010-01-29,13.42,13.42149373
1st ICB,2010-01-30,2010-01-29,169.85,168.8518737
1STPRIMFMF,2010-01-30,2010-01-29,16.44,22.43610374
2nd ICB,2010-01-30,2010-01-29,106.08,112.0797912
3rd ICB,2010-01-30,2010-01-29,77.49,78.48976992
4th ICB,2010-01-30,2010-01-29,84.18,89.18155353
5th ICB,2010-01-30,2010-01-29,58.50,57.50295419
6th ICB,2010-01-30,2010-01-29,41.25,40.25038655
7th ICB,2010-01-30,2010-01-29,40.76,44.76407004
8th ICB,2010-01-30,2010-01-29,34.67,36.67061114
ABB1STMF ,2010-01-30,2010-01-29,12.50,15.49933281
AIBL1STIMF,2010-01-30,2010-01-29,12.54,12.5423106
AIMS1STMF,2010-01-30,2010-01-29,18.04,15.04243034
DBH1STMF,2010-01-30,2010-01-29,11.85,17.85282071
EBL1STMF,2010-01-30,2010-01-29,14.98,18.98280321
EBLNRBMF,2010-01-30,2010-01-29,13.29,11.29343884
EXIM1STMF,2010-01-30,2010-01-29,16.04,21.03672952
FBFIF,2010-01-30,2010-01-29,13.35,16.34749436
GRAMEEN1,2010-01-30,2010-01-29,22.90,20.90020252
GRAMEENS2,2010-01-30,2010-01-29,15.18,16.17784177
GREENDELMF,2010-01-30,2010-01-29,10.92,8.918219051
ICB1STNRB,2010-01-30,2010-01-29,35.45,35.45235232
ICB2NDNRB,2010-01-30,2010-01-29,16.53,21.53177798
ICB3RDNRB,2010-01-30,2010-01-29,12.56,12.55962658
ICBAMCL2ND,2010-01-30,2010-01-29,14.46,13.45749815
ICBEPMF1S1,2010-01-30,2010-01-29,12.95,18.94570237
ICBISLAMIC,2010-01-30,2010-01-29,25.99,24.9861522
ICBSONALI1,2010-01-30,2010-01-29,11.95,17.95023971
IFIC1STMF,2010-01-30,2010-01-29,13.79,10.78990091
IFILISLMF1,2010-01-30,2010-01-29,12.51,10.5128508
LRGLOBMF1,2010-01-30,2010-01-29,13.93,18.93160932
MBL1STMF,2010-01-30,2010-01-29,12.05,18.05250499
 NCCBLMF1 ,2010-01-30,2010-01-29,13.11,10.10966829
NLI1STMF ,2010-01-30,2010-01-29,12.60,10.59558684
PF1STMF,2010-01-30,2010-01-29,12.75,14.75451243
PHPMF1,2010-01-30,2010-01-29,14.87,15.87039538
POPULAR1MF,2010-01-30,2010-01-29,13.08,10.07578387
PRIME1ICBA,2010-01-30,2010-01-29,13.13,19.12521318
RELIANCE1,2010-01-30,2010-01-29,14.06,20.06248881
SEBL1STMF,2010-01-30,2010-01-29,13.88,15.87715987
TRUSTB1MF,2010-01-30,2010-01-29,13.44,10.43539661
1JANATAMF,2010-02-06,2010-02-05,14.01,12.00812046
1st ICB,2010-02-06,2010-02-05,170.65,170.6503869
1STPRIMFMF,2010-02-06,2010-02-05,17.16,18.15986659
2nd ICB,2010-02-06,2010-02-05,106.64,109.6376605
3rd ICB,2010-02-06,2010-02-05,77.52,77.51553747
4th ICB,2010-02-06,2010-02-05,85.14,82.13977813
5th ICB,2010-02-06,2010-02-05,59.35,63.3511587
6th ICB,2010-02-06,2010-02-05,41.77,42.7676557
7th ICB,2010-02-06,2010-02-05,41.64,41.63870252
8th ICB,2010-02-06,2010-02-05,35.32,40.32126581
ABB1STMF ,2010-02-06,2010-02-05,13.16,15.1616867
AIBL1STIMF,2010-02-06,2010-02-05,12.84,18.83894689
AIMS1STMF,2010-02-06,2010-02-05,18.48,15.47732616
DBH1STMF,2010-02-06,2010-02-05,12.57,16.57161775
EBL1STMF,2010-02-06,2010-02-05,15.78,12.7841315
EBLNRBMF,2010-02-06,2010-02-05,13.36,18.36256127
EXIM1STMF,2010-02-06,2010-02-05,16.62,22.62467719
FBFIF,2010-02-06,2010-02-05,13.42,15.42253297
GRAMEEN1,2010-02-06,2010-02-05,23.08,27.08161305
GRAMEENS2,2010-02-06,2010-02-05,16.11,17.10641295
GREENDELMF,2010-02-06,2010-02-05,11.68,9.68339
ICB1STNRB,2010-02-06,2010-02-05,36.13,35.13109619
ICB2NDNRB,2010-02-06,2010-02-05,17.11,15.1145601
ICB3RDNRB,2010-02-06,2010-02-05,12.62,13.62410034
ICBAMCL2ND,2010-02-06,2010-02-05,14.57,11.57015443
ICBEPMF1S1,2010-02-06,2010-02-05,13.35,12.34838456
ICBISLAMIC,2010-02-06,2010-02-05,26.17,26.17127146
ICBSONALI1,2010-02-06,2010-02-05,12.12,9.119102089
IFIC1STMF,2010-02-06,2010-02-05,13.87,17.86666054
IFILISLMF1,2010-02-06,2010-02-05,13.15,18.14781482
LRGLOBMF1,2010-02-06,2010-02-05,14.70,15.70422817
MBL1STMF,2010-02-06,2010-02-05,12.24,12.24391768
 NCCBLMF1 ,2010-02-06,2010-02-05,14.06,14.05737717
NLI1STMF ,2010-02-06,2010-02-05,13.23,12.23290291
PF1STMF,2010-02-06,2010-02-05,13.54,12.53570102
PHPMF1,2010-02-06,2010-02-05,15.42,13.41944525
POPULAR1MF,2010-02-06,2010-02-05,13.60,17.59544179
PRIME1ICBA,2010-02-06,2010-02-05,14.02,14.02062119
RELIANCE1,2010-02-06,2010-02-05,14.95,11.95088975
SEBL1STMF,2010-02-06,2010-02-05,14.82,13.82247717
TRUSTB1MF,2010-02-06,2010-02-05,13.93,19.92615001
1JANATAMF,2010-02-13,2010-02-12,14.34,17.33669605
1st ICB,2010-02-13,2010-02-12,170.76,172.7596574
1STPRIMFMF,2010-02-13,2010-02-12,17.84,23.83906087
2nd ICB,2010-02-13,2010-02-12,107.22,104.2179534
3rd ICB,2010-02-13,2010-02-12,78.29,82.28735159
4th ICB,2010-02-13,2010-02-12,85.47,83.47447608
5th ICB,2010-02-13,2010-02-12,59.95,56.9461116
6th ICB,2010-02-13,2010-02-12,42.04,43.04207908
7th ICB,2010-02-13,2010-02-12,42.52,41.52107671
8th ICB,2010-02-13,2010-02-12,36.00,37.00248766
ABB1STMF ,2010-02-13,2010-02-12,13.67,16.67226245
AIBL1STIMF,2010-02-13,2010-02-12,12.85,17.84645895
AIMS1STMF,2010-02-13,2010-02-12,18.49,16.49300802
DBH1STMF,2010-02-13,2010-02-12,12.61,16.61120239
EBL1STMF,2010-02-13,2010-02-12,16.63,16.63436469
EBLNRBMF,2010-02-13,2010-02-12,13.64,19.64174888
EXIM1STMF,2010-02-13,2010-02-12,17.29,14.29157137
FBFIF,2010-02-13,2010-02-12,13.69,18.68518733
GRAMEEN1,2010-02-13,2010-02-12,23.25,26.25060526
GRAMEENS2,2010-02-13,2010-02-12,16.60,20.59854176
GREENDELMF,2010-02-13,2010-02-12,12.20,10.20060761
ICB1STNRB,2010-02-13,2010-02-12,36.99,36.99280618
ICB2NDNRB,2010-02-13,2010-02-12,17.31,14.31248612
ICB3RDNRB,2010-02-13,2010-02-12,12.83,14.83163916
ICBAMCL2ND,2010-02-13,2010-02-12,14.93,12.93271345
ICBEPMF1S1,2010-02-13,2010-02-12,13.77,10.77401314
ICBISLAMIC,2010-02-13,2010-02-12,26.78,23.78140763
ICBSONALI1,2010-02-13,2010-02-12,12.23,11.2313657
IFIC1STMF,2010-02-13,2010-02-12,14.70,18.70477524
IFILISLMF1,2010-02-13,2010-02-12,13.67,10.67342398
LRGLOBMF1,2010-02-13,2010-02-12,15.44,16.43923552
MBL1STMF,2010-02-13,2010-02-12,12.39,16.3928986
 NCCBLMF1 ,2010-02-13,2010-02-12,14.44,19.43866155
NLI1STMF ,2010-02-13,2010-02-12,13.90,19.90392283
PF1STMF,2010-02-13,2010-02-12,13.90,12.8990427
PHPMF1,2010-02-13,2010-02-12,15.72,14.7216137
POPULAR1MF,2010-02-13,2010-02-12,14.38,18.37981921
PRIME1ICBA,2010-02-13,2010-02-12,14.43,19.4307049
RELIANCE1,2010-02-13,2010-02-12,15.58,13.58349794
SEBL1STMF,2010-02-13,2010-02-12,15.26,21.26076513
TRUSTB1MF,2010-02-13,2010-02-12,14.49,13.48689463
1JANATAMF,2010-02-20,2010-02-19,15.33,17.33020215
1st ICB,2010-02-20,2010-02-19,171.48,176.4778368
1STPRIMFMF,2010-02-20,2010-02-19,18.01,20.01272851
2nd ICB,2010-02-20,2010-02-19,107.48,113.4840743
3rd ICB,2010-02-20,2010-02-19,79.25,84.24722857
4th ICB,2010-02-20,2010-02-19,85.83,91.82521644
5th ICB,2010-02-20,2010-02-19,60.21,65.20912603
6th ICB,2010-02-20,2010-02-19,42.36,40.3565925
7th ICB,2010-02-20,2010-02-19,42.84,43.83650085
8th ICB,2010-02-20,2010-02-19,36.69,38.691211
ABB1STMF ,2010-02-20,2010-02-19,14.47,14.47396721
AIBL1STIMF,2010-02-20,2010-02-19,13.55,14.54799053
AIMS1STMF,2010-02-20,2010-02-19,18.72,23.71887697
DBH1STMF,2010-02-20,2010-02-19,12.66,18.66005392
EBL1STMF,2010-02-20,2010-02-19,17.24,17.23528222
EBLNRBMF,2010-02-20,2010-02-19,14.51,13.50576307
EXIM1STMF,2010-02-20,2010-02-19,18.17,15.17462255
FBFIF,2010-02-20,2010-02-19,14.59,13.58932587
GRAMEEN1,2010-02-20,2010-02-19,23.47,20.46638287
GRAMEENS2,2010-02-20,2010-02-19,16.60,16.59930332
GREENDELMF,2010-02-20,2010-02-19,12.26,17.26018708
ICB1STNRB,2010-02-20,2010-02-19,37.49,37.48938011
ICB2NDNRB,2010-02-20,2010-02-19,18.08,22.08278321
ICB3RDNRB,2010-02-20,2010-02-19,13.08,15.08098661
ICBAMCL2ND,2010-02-20,2010-02-19,15.05,13.04994436
ICBEPMF1S1,2010-02-20,2010-02-19,14.58,13.58193994
ICBISLAMIC,2010-02-20,2010-02-19,27.28,29.28141409
ICBSONALI1,2010-02-20,2010-02-19,12.63,11.62737235
IFIC1STMF,2010-02-20,2010-02-19,15.43,16.42616494
IFILISLMF1,2010-02-20,2010-02-19,13.84,15.83731331
LRGLOBMF1,2010-02-20,2010-02-19,15.54,20.54023476
MBL1STMF,2010-02-20,2010-02-19,12.69,18.6850185
 NCCBLMF1 ,2010-02-20,2010-02-19,15.06,14.05666391
NLI1STMF ,2010-02-20,2010-02-19,14.82,14.82290305
PF1STMF,2010-02-20,2010-02-19,14.20,13.19927046
PHPMF1,2010-02-20,2010-02-19,16.27,20.27396884
POPULAR1MF,2010-02-20,2010-02-19,14.66,15.65535275
PRIME1ICBA,2010-02-20,2010-02-19,14.67,12.67488146
RELIANCE1,2010-02-20,2010-02-19,16.51,20.51343742
SEBL1STMF,2010-02-20,2010-02-19,15.92,20.91871517
TRUSTB1MF,2010-02-20,2010-02-19,14.66,17.66152842
1JANATAMF,2010-02-27,2010-02-26,16.30,17.30259109
1st ICB,2010-02-27,2010-02-26,171.90,172.8969033
1STPRIMFMF,2010-02-27,2010-02-26,18.75,21.75355422
2nd ICB,2010-02-27,2010-02-26,107.94,112.9355228
3rd ICB,2010-02-27,2010-02-26,79.44,77.43801872
4th ICB,2010-02-27,2010-02-26,85.88,88.87585697
5th ICB,2010-02-27,2010-02-26,61.10,60.10483495
6th ICB,2010-02-27,2010-02-26,43.06,49.06317039
7th ICB,2010-02-27,2010-02-26,43.15,40.15180288
8th ICB,2010-02-27,2010-02-26,36.94,34.9378423
ABB1STMF ,2010-02-27,2010-02-26,14.60,12.60078194
AIBL1STIMF,2010-02-27,2010-02-26,14.21,15.21273677
AIMS1STMF,2010-02-27,2010-02-26,19.50,18.50311062
DBH1STMF,2010-02-27,2010-02-26,13.44,17.44035317
EBL1STMF,2010-02-27,2010-02-26,17.56,14.55658399
EBLNRBMF,2010-02-27,2010-02-26,15.03,12.03125921
EXIM1STMF,2010-02-27,2010-02-26,18.26,23.26238244
FBFIF,2010-02-27,2010-02-26,15.38,19.3809174
GRAMEEN1,2010-02-27,2010-02-26,23.79,21.79155401
GRAMEENS2,2010-02-27,2010-02-26,16.81,17.8137918
GREENDELMF,2010-02-27,2010-02-26,12.98,16.97867688
ICB1STNRB,2010-02-27,2010-02-26,37.75,38.74580876
ICB2NDNRB,2010-02-27,2010-02-26,18.88,19.87838075
ICB3RDNRB,2010-02-27,2010-02-26,13.18,16.17537294
ICBAMCL2ND,2010-02-27,2010-02-26,15.21,19.21235934
ICBEPMF1S1,2010-02-27,2010-02-26,15.35,18.35039844
ICBISLAMIC,2010-02-27,2010-02-26,28.18,30.18029931
ICBSONALI1,2010-02-27,2010-02-26,13.14,16.13532586
IFIC1STMF,2010-02-27,2010-02-26,15.52,21.51831792
IFILISLMF1,2010-02-27,2010-02-26,14.68,18.68452106
LRGLOBMF1,2010-02-27,2010-02-26,15.71,14.7051278
MBL1STMF,2010-02-27,2010-02-26,13.46,18.45699563
 NCCBLMF1 ,2010-02-27,2010-02-26,15.89,13.8858198
NLI1STMF ,2010-02-27,2010-02-26,14.97,20.97412894
PF1STMF,2010-02-27,2010-02-26,14.27,16.26764982
PHPMF1,2010-02-27,2010-02-26,16.56,14.55662635
POPULAR1MF,2010-02-27,2010-02-26,14.80,15.80303652
PRIME1ICBA,2010-02-27,2010-02-26,14.89,19.88779334
RELIANCE1,2010-02-27,2010-02-26,16.92,16.91943092
SEBL1STMF,2010-02-27,2010-02-26,16.36,18.36184835
TRUSTB1MF,2010-02-27,2010-02-26,15.22,21.2157458
1JANATAMF,2010-03-06,2010-03-05,16.74,13.73556377
1st ICB,2010-03-06,2010-03-05,172.85,177.8501235
1STPRIMFMF,2010-03-06,2010-03-05,19.18,21.18248458
2nd ICB,2010-03-06,2010-03-05,108.01,108.0138591
3rd ICB,2010-03-06,2010-03-05,79.69,79.68753343
4th ICB,2010-03-06,2010-03-05,86.54,90.54166765
5th ICB,2010-03-06,2010-03-05,61.48,62.47590719
6th ICB,2010-03-06,2010-03-05,43.14,49.1417769
7th ICB,2010-03-06,2010-03-05,43.60,47.60295386
8th ICB,2010-03-06,2010-03-05,37.18,35.1775075
ABB1STMF ,2010-03-06,2010-03-05,14.85,19.85413119
AIBL1STIMF,2010-03-06,2010-03-05,15.04,14.03892748
AIMS1STMF,2010-03-06,2010-03-05,20.23,22.22636566
DBH1STMF,2010-03-06,2010-03-05,13.70,13.69671954
EBL1STMF,2010-03-06,2010-03-05,17.93,14.93317896
EBLNRBMF,2010-03-06,2010-03-05,15.19,14.19089217
EXIM1STMF,2010-03-06,2010-03-05,19.01,22.009884
FBFIF,2010-03-06,2010-03-05,16.01,21.0135503
GRAMEEN1,2010-03-06,2010-03-05,24.53,23.52680001
GRAMEENS2,2010-03-06,2010-03-05,17.28,14.27781688
GREENDELMF,2010-03-06,2010-03-05,13.69,19.68676784
ICB1STNRB,2010-03-06,2010-03-05,37.81,43.81045949
ICB2NDNRB,2010-03-06,2010-03-05,19.15,16.14594253
ICB3RDNRB,2010-03-06,2010-03-05,13.81,11.81269043
ICBAMCL2ND,2010-03-06,2010-03-05,15.95,19.94787258
ICBEPMF1S1,2010-03-06,2010-03-05,15.79,21.7949199
ICBISLAMIC,2010-03-06,2010-03-05,28.44,34.43586718
ICBSONALI1,2010-03-06,2010-03-05,13.56,17.55911644
IFIC1STMF,2010-03-06,2010-03-05,15.91,17.90877021
IFILISLMF1,2010-03-06,2010-03-05,15.46,20.46049745
LRGLOBMF1,2010-03-06,2010-03-05,16.06,15.05680041
MBL1STMF,2010-03-06,2010-03-05,13.57,15.57210688
 NCCBLMF1 ,2010-03-06,2010-03-05,15.93,14.92690472
NLI1STMF ,2010-03-06,2010-03-05,15.88,19.8808702
PF1STMF,2010-03-06,2010-03-05,14.68,11.6804108
PHPMF1,2010-03-06,2010-03-05,17.46,23.45741337
POPULAR1MF,2010-03-06,2010-03-05,15.67,18.66739967
PRIME1ICBA,2010-03-06,2010-03-05,15.32,18.31526101
RELIANCE1,2010-03-06,2010-03-05,17.78,19.77669358
SEBL1STMF,2010-03-06,2010-03-05,16.62,13.61601369
TRUSTB1MF,2010-03-06,2010-03-05,15.36,19.35627793
1JANATAMF,2010-03-13,2010-03-12,17.11,20.10863098
1st ICB,2010-03-13,2010-03-12,172.99,175.9850147
1STPRIMFMF,2010-03-13,2010-03-12,19.70,23.70239269
2nd ICB,2010-03-13,2010-03-12,108.44,110.440993
3rd ICB,2010-03-13,2010-03-12,80.31,80.31335575
4th ICB,2010-03-13,2010-03-12,87.37,86.36524547
5th ICB,2010-03-13,2010-03-12,61.87,66.86766417
6th ICB,2010-03-13,2010-03-12,43.54,44.54089296
7th ICB,2010-03-13,2010-03-12,44.17,47.17198087
8th ICB,2010-03-13,2010-03-12,37.91,38.90652646
ABB1STMF ,2010-03-13,2010-03-12,14.91,14.9110389
AIBL1STIMF,2010-03-13,2010-03-12,15.93,13.92675153
AIMS1STMF,2010-03-13,2010-03-12,20.24,18.24208465
DBH1STMF,2010-03-13,2010-03-12,13.75,15.75202223
EBL1STMF,2010-03-13,2010-03-12,18.53,15.53364646
EBLNRBMF,2010-03-13,2010-03-12,15.95,12.95071402
EXIM1STMF,2010-03-13,2010-03-12,19.25,16.25055889
FBFIF,2010-03-13,2010-03-12,16.83,14.82739025
GRAMEEN1,2010-03-13,2010-03-12,24.80,28.79995752
GRAMEENS2,2010-03-13,2010-03-12,18.06,17.0553206
GREENDELMF,2010-03-13,2010-03-12,14.54,19.54401211
ICB1STNRB,2010-03-13,2010-03-12,38.28,41.28051111
ICB2NDNRB,2010-03-13,2010-03-12,19.24,25.24443577
